episode,average_score,best_score,average_q_value
497,,-inf,0.17165874
498,,-inf,0.1373974
499,,-inf,0.13012487
500,,-inf,0.16650876
501,,-inf,0.22670828
502,,-inf,0.23059897
503,,-inf,0.14369121
504,,-inf,0.12599148
505,,-inf,0.15868884
506,,-inf,0.13799022
507,,-inf,0.16143823
508,,-inf,0.16626173
509,,-inf,0.17223898
510,,-inf,0.14559479
511,,-inf,0.13920724
512,,-inf,0.12835707
513,,-inf,0.12827456
514,,-inf,0.16759856
515,,-inf,0.16197616
516,,-inf,0.15377226
517,,-inf,0.14366272
518,,-inf,0.17319886
519,,-inf,0.16366355
520,,-inf,0.13144025
521,,-inf,0.13830268
522,,-inf,0.13912982
523,,-inf,0.14782956
524,,-inf,0.15087533
525,,-inf,0.13534696
526,,-inf,0.16551669
527,,-inf,0.13862282
528,,-inf,0.14622732
529,,-inf,0.15848958
530,,-inf,0.14073409
531,,-inf,0.15825336
532,,-inf,0.15698186
533,,-inf,0.19189613
534,,-inf,0.17615777
535,,-inf,0.15658435
536,,-inf,0.20026618
537,,-inf,0.21032764
538,,-inf,0.18574876
539,,-inf,0.19149542
540,,-inf,0.16811274
541,,-inf,0.15409647
542,,-inf,0.18326254
543,,-inf,0.1772623
544,,-inf,0.14183462
545,,-inf,0.20090175
546,,-inf,0.13737646
547,,-inf,0.18189457
548,,-inf,0.17044261
549,,-inf,0.17687649
550,,-inf,0.19694313
551,,-inf,0.17452139
552,,-inf,0.14752662
553,,-inf,0.15683863
554,,-inf,0.13538113
555,,-inf,0.17229363
556,,-inf,0.19514008
557,,-inf,0.1556585
558,,-inf,0.20418102
559,,-inf,0.16563547
560,,-inf,0.15890224
561,,-inf,0.15551986
562,,-inf,0.17675318
563,,-inf,0.13561098
564,,-inf,0.1848695
565,,-inf,0.19438165
566,,-inf,0.20853418
567,,-inf,0.17275982
568,,-inf,0.16480877
569,,-inf,0.18923974
570,,-inf,0.16359077
571,,-inf,0.16162968
572,,-inf,0.20259987
573,,-inf,0.15895973
574,,-inf,0.16635278
575,,-inf,0.14865962
576,,-inf,0.1718612
577,,-inf,0.20796202
578,,-inf,0.18891443
579,,-inf,0.1710507
580,,-inf,0.1610131
581,,-inf,0.1591522
582,,-inf,0.14239304
583,,-inf,0.1672091
584,,-inf,0.16765416
